user_message,crisis_label,severity_level,suggested_helpline_id
Urgent. He is drunk and beating me and the kids.,Domestic Violence,4,women_1091
"I suspect child abuse next door, the little boy is always bruised.",Child Helpline,5,child_1098
"I think I am being harassing, he is following me.",Women Safety,3,women_1091
"Everything feels unbearable, I just want to ending my life.",Mental Health Crisis,4,mental_health
I feel hopeless and I am a burden.,Mental Health Crisis,5,mental_health
A bike hit a pedestrian at junction.,Road Accident,5,ambulance_108
Emergency! I am extremely hopeless and thinking of ending my life. Please hurry.,Mental Health Crisis,4,mental_health
"Reporting child labor at park, kid is working there.",Child Helpline,5,child_1098
Urgent. I found a minor who is bruised at park. Please hurry.,Child Helpline,3,child_1098
"Reporting child labor at factory, baby is working there. Please hurry.",Child Helpline,4,child_1098
"Having severe hallucinations, please help.",Mental Health Crisis,4,mental_health
"Emergency! Need help immediately at cab, man is trying to chasing me.",Women Safety,4,women_1091
"Bad accident on the main road, bleeding heavily.",Road Accident,5,ambulance_108
"Emergency! I am scared of my father, he is threatening me.",Domestic Violence,4,women_1091
Emergency! Someone hacked my instagram.,Cyber Crime,1,cyber_1930
Someone shared my bank account.,Cyber Crime,2,cyber_1930
"Reporting a UPI fraud scam, they stole my money. Need help now.",Cyber Crime,3,cyber_1930
"Reporting a UPI fraud scam, they stole my OTP.",Cyber Crime,2,cyber_1930
"Everything feels dark, I just want to cutting myself.",Mental Health Crisis,5,mental_health
"Reporting a phishing link scam, they stole my OTP. Need help now.",Cyber Crime,3,cyber_1930
"Reporting a UPI fraud scam, they stole my money.",Cyber Crime,3,cyber_1930
He is drunk and beating me and the kids. Call police.,Domestic Violence,5,women_1091
Help! My father is hitting me.,Domestic Violence,3,women_1091
"Please help, I am alone and man is threatening me.",Women Safety,4,women_1091
"Reporting a UPI fraud scam, they stole my money.",Cyber Crime,2,cyber_1930
"Emergency! Need help immediately at dark street, group of men is trying to stalking me. Need help now.",Women Safety,5,women_1091
"Two cars crashed, people are unconscious.",Road Accident,4,ambulance_108
Emergency! Electric short circuit caused a fire in kitchen.,Fire Emergency,5,fire_101
A man is abusing me and I feel unsafe. Please hurry.,Women Safety,4,women_1091
"Having severe breakdown, please help.",Mental Health Crisis,5,mental_health
My father is hitting me.,Domestic Violence,4,women_1091
"Please save me, my father is trying to threatening me.",Domestic Violence,3,women_1091
"Reporting child labor at factory, little boy is working there.",Child Helpline,3,child_1098
"Bad accident on the main road, unconscious.",Road Accident,5,ambulance_108
My father is locking me.,Domestic Violence,4,women_1091
"Urgent. Lost child found at street, looks crying.",Child Helpline,4,child_1098
"Reporting child labor at park, kid is working there.",Child Helpline,4,child_1098
"Fire broke out in the slum area, people are trapped.",Fire Emergency,5,fire_101
"Need help immediately at cab, guy is trying to chasing me. Need help now.",Women Safety,3,women_1091
"Please save me, my brother-in-law is trying to abusing me.",Domestic Violence,5,women_1091
Call the fire brigade! slum area is burning. Need help now.,Fire Emergency,5,fire_101
A man is abusing me and I feel unsafe.,Women Safety,3,women_1091
"Fire broke out in the building, people are trapped.",Fire Emergency,5,fire_101
"Bad accident on the junction, bleeding heavily.",Road Accident,4,ambulance_108
Emergency! Lost money from my bank account due to phishing link.,Cyber Crime,1,cyber_1930
Help! I am being stalking by a man at park. I am scared.,Women Safety,4,women_1091
"Please help, I am alone and group of men is stalking me.",Women Safety,5,women_1091
I am extremely empty and thinking of ending my life.,Mental Health Crisis,3,mental_health
"I think I am being threatening, he is following me.",Women Safety,5,women_1091
"Need help immediately at park, stranger is trying to harassing me.",Women Safety,4,women_1091
"Bad accident on the junction, stuck inside.",Road Accident,5,ambulance_108
Someone is stalking me.,Women Safety,3,women_1091
Help! He is drunk and beating me and the kids. Call police.,Domestic Violence,4,women_1091
I feel trapped and want to end it all.,Mental Health Crisis,4,mental_health
"I want to taking pills, I can't take it anymore.",Mental Health Crisis,4,mental_health
"Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,5,women_1091
"Urgent. Please save me, my husband is trying to throwing things at me. I am scared.",Domestic Violence,5,women_1091
"I want to suicide, I can't take it anymore.",Mental Health Crisis,5,mental_health
Please help. My photos are being shared on social media. Please hurry.,Cyber Crime,3,cyber_1930
Urgent. Lost money from my bank account due to fraud message.,Cyber Crime,2,cyber_1930
"Lost child found at temple, looks lost.",Child Helpline,3,child_1098
"Bad accident on the main road, not moving.",Road Accident,5,ambulance_108
"Need ambulance immediately at junction, bus accident.",Road Accident,4,ambulance_108
Help! Help! The market is on fire!,Fire Emergency,5,fire_101
Help! I received a phishing link asking for OTP.,Cyber Crime,3,cyber_1930
"Help! Need help immediately at cab, driver is trying to chasing me.",Women Safety,5,women_1091
"Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,3,women_1091
Someone leaked my bank account.,Cyber Crime,2,cyber_1930
"Hit and run case at main road, victim is injured. I am scared.",Road Accident,4,ambulance_108
I found a little girl who is injured at factory.,Child Helpline,5,child_1098
Someone is threatening me.,Women Safety,3,women_1091
Someone leaked my instagram.,Cyber Crime,3,cyber_1930
"Reporting a UPI fraud scam, they stole my OTP.",Cyber Crime,2,cyber_1930
A man is following me and I feel unsafe.,Women Safety,4,women_1091
I am being stalking by a man at office.,Women Safety,3,women_1091
"Urgent. Lost child found at street, looks lost.",Child Helpline,3,child_1098
I am being stalking by a driver at cab.,Women Safety,5,women_1091
Urgent. I am being following by a group of men at park. Please hurry.,Women Safety,3,women_1091
I found a little girl who is bruised at temple.,Child Helpline,3,child_1098
"My friend is talking about suicide, I'm scared.",Mental Health Crisis,5,mental_health
I am extremely worthless and thinking of suicide. Call police.,Mental Health Crisis,3,mental_health
"Hit and run case at junction, victim is bleeding heavily.",Road Accident,4,ambulance_108
"Everything feels unbearable, I just want to suicide. Please hurry.",Mental Health Crisis,4,mental_health
I feel anxious and want to end it all.,Mental Health Crisis,4,mental_health
I received a phishing link asking for details. Need help now.,Cyber Crime,1,cyber_1930
"I suspect child abuse next door, the baby is always injured.",Child Helpline,3,child_1098
He is drunk and locking me and the kids. I am scared.,Domestic Violence,3,women_1091
I am extremely worthless and thinking of ending my life. Please hurry.,Mental Health Crisis,5,mental_health
I am extremely empty and thinking of suicide.,Mental Health Crisis,3,mental_health
"Two cars crashed, people are bleeding heavily.",Road Accident,4,ambulance_108
Help! The market is on fire!,Fire Emergency,5,fire_101
"Reporting child labor at railway station, baby is working there.",Child Helpline,4,child_1098
"I am scared of my father, he is locking me.",Domestic Violence,3,women_1091
Please help. Lost money from my bank account due to fraud message.,Cyber Crime,1,cyber_1930
"Emergency! Please save me, my partner is trying to abusing me. Please hurry.",Domestic Violence,5,women_1091
"Lost child found at shop, looks bruised. I am scared.",Child Helpline,5,child_1098
Someone blocked my bank account.,Cyber Crime,3,cyber_1930
My photos are being shared on internet.,Cyber Crime,2,cyber_1930
"Fire broke out in the kitchen, people are trapped. Need help now.",Fire Emergency,5,fire_101
A child is being beaten in the temple.,Child Helpline,4,child_1098
"Having severe breakdown, please help. I am scared.",Mental Health Crisis,3,mental_health
I feel hopeless and nobody cares.,Mental Health Crisis,4,mental_health
Electric short circuit caused a fire in apartment.,Fire Emergency,5,fire_101
My partner is abusing me.,Domestic Violence,5,women_1091
"Please save me, my father is trying to beating me.",Domestic Violence,5,women_1091
"Having severe panic attacks, please help.",Mental Health Crisis,5,mental_health
There is a huge fire at slum area!,Fire Emergency,5,fire_101
Call the fire brigade! school is burning.,Fire Emergency,5,fire_101
"Domestic violence happening at my neighbor's house, he is abusing her. I am scared.",Domestic Violence,3,women_1091
A child is being forced to beg in the street.,Child Helpline,5,child_1098
A child is being forced to beg in the railway station.,Child Helpline,3,child_1098
"I need someone to talk to, I am lonely.",Mental Health Crisis,3,mental_health
Help! The building is on fire!,Fire Emergency,5,fire_101
Call the fire brigade! school is burning.,Fire Emergency,5,fire_101
"I am scared of my husband, he is abusing me.",Domestic Violence,5,women_1091
"Need help immediately at office, group of men is trying to abusing me. Need help now.",Women Safety,4,women_1091
"Fire broke out in the apartment, people are trapped. Call police.",Fire Emergency,5,fire_101
Help! The building is on fire! Need help now.,Fire Emergency,5,fire_101
"My friend is talking about killing myself, I'm scared.",Mental Health Crisis,4,mental_health
Please help. I received a fake call asking for identity.,Cyber Crime,2,cyber_1930
Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
I feel anxious and want to end it all.,Mental Health Crisis,4,mental_health
My partner is throwing things at me.,Domestic Violence,3,women_1091
I received a fake call asking for details.,Cyber Crime,1,cyber_1930
"I suspect child abuse next door, the minor is always scared.",Child Helpline,5,child_1098
Someone is following me.,Women Safety,3,women_1091
He is drunk and threatening me and the kids.,Domestic Violence,3,women_1091
"Having severe anxiety, please help. Call police.",Mental Health Crisis,3,mental_health
"Reporting child labor at factory, baby is working there.",Child Helpline,5,child_1098
"I am scared of my husband, he is threatening me. Call police.",Domestic Violence,5,women_1091
"Domestic violence happening at my neighbor's house, he is beating her.",Domestic Violence,5,women_1091
I found a minor who is lost at railway station.,Child Helpline,3,child_1098
Help! A truck hit a child at main road. Please hurry.,Road Accident,5,ambulance_108
"Reporting child labor at railway station, minor is working there.",Child Helpline,4,child_1098
I see flames coming from the market.,Fire Emergency,5,fire_101
"Please help. Please help, I am alone and man is following me.",Women Safety,4,women_1091
"I am scared of my father, he is throwing things at me.",Domestic Violence,5,women_1091
"Urgent. Need ambulance immediately at crossing, bike accident.",Road Accident,4,ambulance_108
"Reporting a fake call scam, they stole my OTP. Call police.",Cyber Crime,2,cyber_1930
A car hit a pedestrian at highway. I am scared.,Road Accident,5,ambulance_108
I see thick smoke coming from the school.,Fire Emergency,5,fire_101
A man is stalking me and I feel unsafe. Please hurry.,Women Safety,5,women_1091
"I suspect child abuse next door, the little boy is always bruised.",Child Helpline,4,child_1098
"Emergency! Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,3,women_1091
"Need ambulance immediately at bridge, car accident.",Road Accident,5,ambulance_108
"Reporting child labor at railway station, little boy is working there. Please hurry.",Child Helpline,4,child_1098
There is a small fire at office! Please hurry.,Fire Emergency,5,fire_101
"Bad accident on the crossing, bleeding heavily.",Road Accident,5,ambulance_108
"Fire broke out in the kitchen, people are trapped. Call police.",Fire Emergency,5,fire_101
"Please help. Reporting a fake call scam, they stole my OTP.",Cyber Crime,1,cyber_1930
"Hit and run case at highway, victim is injured. Call police.",Road Accident,4,ambulance_108
"Reporting a lottery scam scam, they stole my password.",Cyber Crime,1,cyber_1930
"Need ambulance immediately at bridge, truck accident.",Road Accident,4,ambulance_108
"Emergency! Need help immediately at cab, guy is trying to threatening me.",Women Safety,4,women_1091
Please help. I received a phishing link asking for details.,Cyber Crime,2,cyber_1930
"My friend is talking about taking pills, I'm scared. Call police.",Mental Health Crisis,4,mental_health
"Please help, I am alone and guy is harassing me.",Women Safety,5,women_1091
A bus hit a child at crossing. Call police.,Road Accident,5,ambulance_108
"Emergency! I need someone to talk to, I am lonely. Please hurry.",Mental Health Crisis,3,mental_health
Electric short circuit caused a fire in kitchen.,Fire Emergency,5,fire_101
"Reporting child labor at factory, minor is working there.",Child Helpline,4,child_1098
He is drunk and throwing things at me and the kids.,Domestic Violence,4,women_1091
I feel suicidal and want to end it all. Need help now.,Mental Health Crisis,4,mental_health
"Hit and run case at bridge, victim is injured.",Road Accident,5,ambulance_108
"Lost child found at street, looks lost.",Child Helpline,5,child_1098
He is drunk and abusing me and the kids.,Domestic Violence,5,women_1091
A child is being beaten in the temple. I am scared.,Child Helpline,3,child_1098
"Two cars crashed, people are injured. Call police.",Road Accident,5,ambulance_108
"I think I am being following, he is following me.",Women Safety,3,women_1091
"I need someone to talk to, I am empty. Call police.",Mental Health Crisis,3,mental_health
"Lost child found at shop, looks scared. Please hurry.",Child Helpline,5,child_1098
A truck hit a child at main road.,Road Accident,4,ambulance_108
Electric short circuit caused a fire in office.,Fire Emergency,5,fire_101
"I want to ending my life, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Need help immediately at the bus stop, driver is trying to harassing me.",Women Safety,4,women_1091
Emergency! I feel worthless and want to end it all.,Mental Health Crisis,4,mental_health
There is a huge fire at school!,Fire Emergency,5,fire_101
"Fire broke out in the kitchen, people are trapped. Please hurry.",Fire Emergency,5,fire_101
"Please help. Need ambulance immediately at bridge, bike accident.",Road Accident,4,ambulance_108
Help! I am extremely lonely and thinking of cutting myself.,Mental Health Crisis,3,mental_health
"Bad accident on the junction, stuck inside. Need help now.",Road Accident,5,ambulance_108
"Bad accident on the crossing, stuck inside. Need help now.",Road Accident,4,ambulance_108
"My friend is talking about suicide, I'm scared.",Mental Health Crisis,3,mental_health
"Fire broke out in the factory, people are trapped.",Fire Emergency,5,fire_101
Call the fire brigade! market is burning.,Fire Emergency,5,fire_101
"Bad accident on the junction, stuck inside. Please hurry.",Road Accident,5,ambulance_108
"Hit and run case at main road, victim is unconscious.",Road Accident,4,ambulance_108
There is a spreading fire at school!,Fire Emergency,5,fire_101
"Urgent. I am scared of my father, he is threatening me.",Domestic Violence,5,women_1091
Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
Urgent. Call the fire brigade! school is burning. Need help now.,Fire Emergency,5,fire_101
I feel empty and want to end it all.,Mental Health Crisis,3,mental_health
A bus hit a child at highway.,Road Accident,5,ambulance_108
Someone leaked my phone. I am scared.,Cyber Crime,3,cyber_1930
Lost money from my bank account due to lottery scam.,Cyber Crime,3,cyber_1930
"Two cars crashed, people are stuck inside.",Road Accident,4,ambulance_108
"Having severe breakdown, please help.",Mental Health Crisis,5,mental_health
Call the fire brigade! market is burning. Need help now.,Fire Emergency,5,fire_101
"I want to killing myself, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Help! Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,3,women_1091
Someone is following me.,Women Safety,5,women_1091
"Domestic violence happening at my neighbor's house, he is hitting her. Call police.",Domestic Violence,5,women_1091
Emergency! He is drunk and beating me and the kids. Call police.,Domestic Violence,5,women_1091
Help! Lost money from my bank account due to phishing link.,Cyber Crime,1,cyber_1930
Someone shared my instagram.,Cyber Crime,3,cyber_1930
"Two cars crashed, people are bleeding heavily.",Road Accident,4,ambulance_108
Lost money from my bank account due to fraud message.,Cyber Crime,1,cyber_1930
"Help! I need someone to talk to, I am hopeless. Call police.",Mental Health Crisis,5,mental_health
Emergency! Someone shared my phone.,Cyber Crime,2,cyber_1930
A man is abusing me and I feel unsafe.,Women Safety,3,women_1091
My husband is hitting me.,Domestic Violence,5,women_1091
"Need help immediately at cab, guy is trying to following me.",Women Safety,4,women_1091
Help! I received a lottery scam asking for identity. Call police.,Cyber Crime,1,cyber_1930
"I suspect child abuse next door, the little girl is always lost.",Child Helpline,5,child_1098
"Lost child found at railway station, looks bruised.",Child Helpline,3,child_1098
My photos are being hacked on whatsapp.,Cyber Crime,3,cyber_1930
Urgent. I received a lottery scam asking for OTP.,Cyber Crime,2,cyber_1930
Help! The slum area is on fire!,Fire Emergency,5,fire_101
"Fire broke out in the factory, people are trapped.",Fire Emergency,5,fire_101
I received a UPI fraud asking for password.,Cyber Crime,3,cyber_1930
"Bad accident on the bridge, bleeding heavily.",Road Accident,4,ambulance_108
"Please help. Reporting a fraud message scam, they stole my identity.",Cyber Crime,1,cyber_1930
He is drunk and abusing me and the kids. Call police.,Domestic Violence,3,women_1091
Urgent. He is drunk and abusing me and the kids. Need help now.,Domestic Violence,3,women_1091
"Please help, I am alone and guy is abusing me.",Women Safety,3,women_1091
"I think I am being abusing, he is following me.",Women Safety,5,women_1091
"I need someone to talk to, I am depressed.",Mental Health Crisis,4,mental_health
"Need help immediately at the bus stop, guy is trying to chasing me.",Women Safety,4,women_1091
I feel suicidal and don't see a way out.,Mental Health Crisis,4,mental_health
"Domestic violence happening at my neighbor's house, he is locking her. Please hurry.",Domestic Violence,4,women_1091
Urgent. A bike hit a child at main road.,Road Accident,5,ambulance_108
Please help. I am being following by a stranger at the bus stop.,Women Safety,5,women_1091
"Please help, I am alone and guy is abusing me.",Women Safety,3,women_1091
Help! I found a baby who is lost at temple.,Child Helpline,3,child_1098
"Lost child found at railway station, looks lost.",Child Helpline,3,child_1098
"My friend is talking about suicide, I'm scared.",Mental Health Crisis,4,mental_health
"Reporting child labor at temple, little girl is working there.",Child Helpline,3,child_1098
"Urgent. Need help immediately at park, driver is trying to chasing me.",Women Safety,3,women_1091
"Lost child found at factory, looks lost.",Child Helpline,3,child_1098
"Domestic violence happening at my neighbor's house, he is hitting her. Need help now.",Domestic Violence,3,women_1091
Someone is touching me.,Women Safety,5,women_1091
My husband is locking me.,Domestic Violence,4,women_1091
Someone is threatening me.,Women Safety,5,women_1091
I am being harassing by a man at dark street.,Women Safety,4,women_1091
"Bad accident on the junction, stuck inside. Please hurry.",Road Accident,5,ambulance_108
I found a minor who is hungry at temple.,Child Helpline,4,child_1098
A child is being forced to beg in the temple.,Child Helpline,3,child_1098
Emergency! I am being chasing by a driver at dark street. Please hurry.,Women Safety,5,women_1091
"Hit and run case at highway, victim is unconscious.",Road Accident,5,ambulance_108
A child is being forced to beg in the street. Need help now.,Child Helpline,5,child_1098
"Reporting a UPI fraud scam, they stole my identity.",Cyber Crime,2,cyber_1930
I feel lonely and I am a burden.,Mental Health Crisis,5,mental_health
I feel empty and don't see a way out. Please hurry.,Mental Health Crisis,4,mental_health
Electric short circuit caused a fire in market. Need help now.,Fire Emergency,5,fire_101
"Need ambulance immediately at highway, truck accident.",Road Accident,5,ambulance_108
I received a fake call asking for password.,Cyber Crime,1,cyber_1930
A bike hit a old man at highway.,Road Accident,4,ambulance_108
My photos are being leaked on whatsapp.,Cyber Crime,2,cyber_1930
"Hit and run case at bridge, victim is injured.",Road Accident,5,ambulance_108
"I am scared of my partner, he is beating me.",Domestic Violence,3,women_1091
My brother-in-law is beating me.,Domestic Violence,4,women_1091
"I want to jumping off, I can't take it anymore.",Mental Health Crisis,5,mental_health
I am extremely depressed and thinking of jumping off.,Mental Health Crisis,4,mental_health
"Hit and run case at highway, victim is injured.",Road Accident,5,ambulance_108
"Reporting a UPI fraud scam, they stole my identity.",Cyber Crime,1,cyber_1930
Help! I received a UPI fraud asking for password.,Cyber Crime,3,cyber_1930
Someone hacked my email.,Cyber Crime,3,cyber_1930
"Please save me, my partner is trying to hitting me.",Domestic Violence,5,women_1091
Please help. There is a massive fire at school!,Fire Emergency,5,fire_101
Help! The factory is on fire!,Fire Emergency,5,fire_101
Help! The factory is on fire!,Fire Emergency,5,fire_101
"Having severe breakdown, please help.",Mental Health Crisis,5,mental_health
I am extremely hopeless and thinking of ending my life.,Mental Health Crisis,3,mental_health
I found a kid who is hungry at railway station.,Child Helpline,3,child_1098
I see sparks coming from the slum area.,Fire Emergency,5,fire_101
"Reporting child labor at park, baby is working there. I am scared.",Child Helpline,5,child_1098
"I suspect child abuse next door, the minor is always crying.",Child Helpline,5,child_1098
Call the fire brigade! office is burning.,Fire Emergency,5,fire_101
"Need help immediately at cab, group of men is trying to chasing me.",Women Safety,4,women_1091
"Hit and run case at bridge, victim is unconscious. I am scared.",Road Accident,4,ambulance_108
Help! Help! The school is on fire!,Fire Emergency,5,fire_101
I received a phishing link asking for OTP.,Cyber Crime,2,cyber_1930
There is a huge fire at apartment!,Fire Emergency,5,fire_101
My partner is beating me. Please hurry.,Domestic Violence,5,women_1091
Electric short circuit caused a fire in factory.,Fire Emergency,5,fire_101
"Reporting child labor at shop, little girl is working there.",Child Helpline,3,child_1098
Electric short circuit caused a fire in market. I am scared.,Fire Emergency,5,fire_101
I received a fraud message asking for password.,Cyber Crime,2,cyber_1930
Electric short circuit caused a fire in building. Need help now.,Fire Emergency,5,fire_101
"Everything feels dark, I just want to cutting myself.",Mental Health Crisis,3,mental_health
"Please help, I am alone and guy is following me.",Women Safety,4,women_1091
"Emergency! Hit and run case at bridge, victim is unconscious.",Road Accident,4,ambulance_108
"Emergency! I think I am being following, he is following me. I am scared.",Women Safety,5,women_1091
"Emergency! I need someone to talk to, I am worthless.",Mental Health Crisis,4,mental_health
My photos are being leaked on internet.,Cyber Crime,2,cyber_1930
I am being harassing by a group of men at cab. I am scared.,Women Safety,5,women_1091
"Everything feels painful, I just want to suicide.",Mental Health Crisis,3,mental_health
"I need someone to talk to, I am suicidal.",Mental Health Crisis,4,mental_health
"Please help. Need help immediately at office, stranger is trying to following me.",Women Safety,3,women_1091
Emergency! Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
"Please help. Reporting a phishing link scam, they stole my identity.",Cyber Crime,2,cyber_1930
Someone is abusing me.,Women Safety,4,women_1091
Please help. My husband is hitting me.,Domestic Violence,4,women_1091
"My friend is talking about suicide, I'm scared.",Mental Health Crisis,3,mental_health
"Having severe panic attacks, please help.",Mental Health Crisis,3,mental_health
A man is abusing me and I feel unsafe.,Women Safety,3,women_1091
"Lost child found at railway station, looks crying. I am scared.",Child Helpline,5,child_1098
"Bad accident on the junction, injured.",Road Accident,5,ambulance_108
"Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,3,women_1091
"Emergency! Hit and run case at main road, victim is bleeding heavily.",Road Accident,5,ambulance_108
I am extremely lonely and thinking of jumping off.,Mental Health Crisis,3,mental_health
"Please help, I am alone and stranger is abusing me. Need help now.",Women Safety,3,women_1091
"I suspect child abuse next door, the little boy is always scared.",Child Helpline,3,child_1098
Electric short circuit caused a fire in factory.,Fire Emergency,5,fire_101
"Please help, I am alone and group of men is stalking me. Need help now.",Women Safety,4,women_1091
There is a huge fire at factory!,Fire Emergency,5,fire_101
My husband is beating me.,Domestic Violence,5,women_1091
"Everything feels painful, I just want to cutting myself.",Mental Health Crisis,5,mental_health
Call the fire brigade! market is burning.,Fire Emergency,5,fire_101
I received a UPI fraud asking for identity.,Cyber Crime,1,cyber_1930
I found a little girl who is injured at railway station. Please hurry.,Child Helpline,4,child_1098
Urgent. Help! The factory is on fire!,Fire Emergency,5,fire_101
Help! The market is on fire!,Fire Emergency,5,fire_101
"Having severe hallucinations, please help.",Mental Health Crisis,5,mental_health
Lost money from my bank account due to phishing link.,Cyber Crime,2,cyber_1930
"Urgent. Having severe hallucinations, please help.",Mental Health Crisis,4,mental_health
Help! The slum area is on fire! Call police.,Fire Emergency,5,fire_101
A man is touching me and I feel unsafe.,Women Safety,4,women_1091
Please help. A man is touching me and I feel unsafe.,Women Safety,5,women_1091
"Need ambulance immediately at highway, bus accident.",Road Accident,4,ambulance_108
"Need ambulance immediately at junction, truck accident.",Road Accident,5,ambulance_108
I am extremely trapped and thinking of taking pills. I am scared.,Mental Health Crisis,3,mental_health
"Reporting a UPI fraud scam, they stole my details.",Cyber Crime,1,cyber_1930
"Reporting child labor at park, little girl is working there.",Child Helpline,4,child_1098
A car hit a child at highway.,Road Accident,5,ambulance_108
Emergency! I am extremely lonely and thinking of killing myself.,Mental Health Crisis,3,mental_health
"Domestic violence happening at my neighbor's house, he is threatening her. Please hurry.",Domestic Violence,5,women_1091
Please help. My photos are being leaked on social media.,Cyber Crime,1,cyber_1930
"Please save me, my husband is trying to throwing things at me.",Domestic Violence,3,women_1091
I found a little girl who is scared at park. I am scared.,Child Helpline,4,child_1098
I am extremely worthless and thinking of cutting myself.,Mental Health Crisis,5,mental_health
Please help. A child is being beaten in the shop.,Child Helpline,4,child_1098
Help! I am extremely suicidal and thinking of suicide.,Mental Health Crisis,5,mental_health
"Fire broke out in the office, people are trapped.",Fire Emergency,5,fire_101
I see thick smoke coming from the market.,Fire Emergency,5,fire_101
A child is being forced to beg in the street. Please hurry.,Child Helpline,5,child_1098
A car hit a pedestrian at bridge.,Road Accident,4,ambulance_108
"Urgent. My friend is talking about killing myself, I'm scared.",Mental Health Crisis,3,mental_health
"Need ambulance immediately at highway, bike accident.",Road Accident,5,ambulance_108
I found a little girl who is scared at park.,Child Helpline,3,child_1098
He is drunk and beating me and the kids. I am scared.,Domestic Violence,4,women_1091
I am being threatening by a guy at the bus stop.,Women Safety,5,women_1091
"Need ambulance immediately at crossing, bus accident.",Road Accident,4,ambulance_108
"Help! Please help, I am alone and guy is harassing me.",Women Safety,3,women_1091
"Please help. Having severe anxiety, please help.",Mental Health Crisis,3,mental_health
"Reporting a phishing link scam, they stole my password. Please hurry.",Cyber Crime,1,cyber_1930
There is a spreading fire at school! Call police.,Fire Emergency,5,fire_101
Lost money from my bank account due to fake call. I am scared.,Cyber Crime,1,cyber_1930
Someone hacked my facebook.,Cyber Crime,1,cyber_1930
"Emergency! Everything feels painful, I just want to taking pills.",Mental Health Crisis,5,mental_health
"Hit and run case at bridge, victim is unconscious.",Road Accident,5,ambulance_108
"Everything feels dark, I just want to jumping off. Need help now.",Mental Health Crisis,4,mental_health
Call the fire brigade! kitchen is burning.,Fire Emergency,5,fire_101
"Please help. I think I am being harassing, he is following me.",Women Safety,3,women_1091
"Two cars crashed, people are bleeding heavily.",Road Accident,4,ambulance_108
I received a fake call asking for money.,Cyber Crime,1,cyber_1930
I am being following by a group of men at the bus stop.,Women Safety,5,women_1091
Someone hacked my instagram. Please hurry.,Cyber Crime,3,cyber_1930
"Everything feels unbearable, I just want to ending my life.",Mental Health Crisis,3,mental_health
"Need help immediately at dark street, guy is trying to abusing me.",Women Safety,4,women_1091
I see thick smoke coming from the slum area. Call police.,Fire Emergency,5,fire_101
"Need help immediately at the bus stop, group of men is trying to harassing me.",Women Safety,4,women_1091
"Having severe hallucinations, please help.",Mental Health Crisis,3,mental_health
My photos are being blocked on telegram. Please hurry.,Cyber Crime,2,cyber_1930
"Bad accident on the main road, not moving. I am scared.",Road Accident,5,ambulance_108
"Need ambulance immediately at highway, truck accident. Need help now.",Road Accident,4,ambulance_108
I found a minor who is injured at railway station.,Child Helpline,3,child_1098
Someone is abusing me.,Women Safety,4,women_1091
Emergency! Lost money from my bank account due to UPI fraud.,Cyber Crime,3,cyber_1930
I feel suicidal and nobody cares.,Mental Health Crisis,5,mental_health
I feel anxious and I am a burden. Please hurry.,Mental Health Crisis,4,mental_health
"Please help, I am alone and driver is threatening me.",Women Safety,5,women_1091
"Help! I am scared of my partner, he is abusing me. Need help now.",Domestic Violence,5,women_1091
My photos are being hacked on whatsapp.,Cyber Crime,1,cyber_1930
"Help! Domestic violence happening at my neighbor's house, he is throwing things at her. Call police.",Domestic Violence,3,women_1091
I received a UPI fraud asking for details.,Cyber Crime,1,cyber_1930
Lost money from my bank account due to phishing link. Call police.,Cyber Crime,2,cyber_1930
"Reporting child labor at park, minor is working there.",Child Helpline,4,child_1098
"Bad accident on the bridge, not moving.",Road Accident,5,ambulance_108
Electric short circuit caused a fire in building.,Fire Emergency,5,fire_101
Please help. I found a kid who is crying at shop. I am scared.,Child Helpline,4,child_1098
I feel trapped and nobody cares. Call police.,Mental Health Crisis,4,mental_health
"Please help. I think I am being threatening, he is following me.",Women Safety,5,women_1091
"I need someone to talk to, I am lonely. I am scared.",Mental Health Crisis,4,mental_health
"Urgent. Need ambulance immediately at main road, bike accident. Please hurry.",Road Accident,5,ambulance_108
A truck hit a pedestrian at crossing. Please hurry.,Road Accident,5,ambulance_108
"Emergency! Reporting child labor at railway station, little boy is working there.",Child Helpline,5,child_1098
A truck hit a old man at junction. Call police.,Road Accident,5,ambulance_108
There is a huge fire at office!,Fire Emergency,5,fire_101
"Need ambulance immediately at highway, car accident.",Road Accident,4,ambulance_108
There is a small fire at slum area!,Fire Emergency,5,fire_101
Someone is touching me.,Women Safety,3,women_1091
Lost money from my bank account due to phishing link.,Cyber Crime,2,cyber_1930
"Please save me, my husband is trying to beating me.",Domestic Violence,4,women_1091
"Help! Lost child found at railway station, looks crying. I am scared.",Child Helpline,4,child_1098
"Reporting child labor at street, little girl is working there.",Child Helpline,4,child_1098
"Help! My friend is talking about ending my life, I'm scared.",Mental Health Crisis,5,mental_health
